Waste_Record_ID,Inventory_ID,Medicine_ID,Batch_Number,Waste_Date,Expiry_Date,Quantity_Wasted,Unit_Cost,Total_Waste_Value,Waste_Reason,Disposal_Method,Disposal_Status,Reported_By,Warehouse_Location,Remarks
WR001051,INV003449,MED077586,BAT229501,2026-06-11,2025-11-09,74,359.23,26583.02,Overstock,Biohazard Disposal,Completed,EMP010,WH-A,Low demand
WR001052,INV001457,MED029213,BAT170277,2026-06-17,2027-02-09,22,398.64,8770.08,Recalled,Incineration,Completed,EMP018,WH-C,Manufacturer recall
WR001053,INV000854,MED132598,BAT982442,2026-05-22,2025-11-07,74,110.46,8174.04,Expired,Return to Supplier,Completed,EMP018,WH-D,Medicine expired
WR001054,INV000284,MED036935,BAT813013,2026-07-21,2027-01-12,16,491.18,7858.88,Expired,Recycling,Completed,EMP014,WH-B,Expired stock removed
WR001055,INV004861,MED134271,BAT168667,2026-07-21,2027-04-19,142,569.44,80860.48,Expired,Return to Supplier,Completed,EMP007,WH-C,Medicine expired
WR001056,INV001856,MED000605,BAT368881,2026-06-22,2026-05-03,103,339.26,34943.78,Expired,Incineration,Completed,EMP012,WH-B,Medicine expired
WR001057,INV003163,MED025776,BAT387925,2026-02-26,2025-12-12,5,335.32,1676.6,Expired,Return to Supplier,Completed,EMP002,WH-A,Medicine expired
WR001058,INV000341,MED063941,BAT626491,2026-05-04,2028-11-29,6,569.81,3418.86,Overstock,Return to Supplier,Completed,EMP019,WH-B,Excess inventory
WR001059,INV001273,MED052462,BAT856300,2026-05-07,2027-04-03,184,153.66,28273.44,Damaged,Biohazard Disposal,Completed,EMP001,WH-D,Broken container
WR001060,INV002232,MED101189,BAT226317,2026-02-19,2029-01-08,24,344.79,8274.96,Recalled,Recycling,Completed,EMP012,WH-E,Manufacturer recall
WR001061,INV003114,MED009040,BAT153473,2026-06-29,2026-05-13,171,21.71,3712.41,Expired,Biohazard Disposal,Completed,EMP017,WH-A,Medicine expired
WR001062,INV001343,MED066543,BAT868140,2026-07-13,2026-03-15,59,502.26,29633.34,Recalled,Biohazard Disposal,Completed,EMP013,WH-A,Manufacturer recall
WR001063,INV000615,MED039191,BAT115063,2026-04-08,2027-02-22,54,493.34,26640.36,Overstock,Recycling,Pending,EMP005,WH-B,Excess inventory
WR001064,INV002221,MED131691,BAT749798,2025-10-02,2025-05-17,104,548.75,57070.0,Expired,Incineration,Completed,EMP003,WH-B,Expired stock removed
WR001065,INV004862,MED013462,BAT196551,2026-05-10,2025-09-11,127,285.93,36313.11,Expired,Biohazard Disposal,Completed,EMP012,WH-E,Medicine expired
WR001066,INV001749,MED006534,BAT161496,2026-02-21,2025-03-27,30,574.17,17225.1,Damaged,Return to Supplier,Completed,EMP003,WH-D,Broken container
WR001067,INV004254,MED073529,BAT928733,2026-07-21,2027-01-10,119,126.59,15064.21,Expired,Biohazard Disposal,Completed,EMP004,WH-C,Medicine expired
WR001068,INV000965,MED092014,BAT864915,2026-07-21,2027-03-11,15,101.94,1529.1,Expired,Biohazard Disposal,Completed,EMP002,WH-E,Expired stock removed
WR001069,INV004775,MED104740,BAT380256,2026-07-19,2025-11-04,25,562.65,14066.25,Recalled,Incineration,Completed,EMP015,WH-E,Safety recall
WR001070,INV004423,MED008897,BAT131246,2026-07-21,2028-05-06,6,334.85,2009.1,Expired,Biohazard Disposal,Completed,EMP014,WH-A,Medicine expired
WR001071,INV002194,MED103913,BAT604526,2026-03-05,2025-05-16,14,187.6,2626.4,Overstock,Biohazard Disposal,Completed,EMP007,WH-B,Low demand
WR001072,INV004482,MED106793,BAT806362,2026-07-21,2029-01-25,168,405.95,68199.6,Expired,Recycling,Completed,EMP013,WH-E,Expired stock removed
WR001073,INV001229,MED028622,BAT385925,2026-06-10,2025-08-19,3,396.04,1188.12,Expired,Return to Supplier,Completed,EMP013,WH-E,Expired stock removed
WR001074,INV001868,MED023407,BAT944566,2026-05-23,2027-12-31,88,37.12,3266.56,Recalled,Return to Supplier,Completed,EMP018,WH-A,Safety recall
WR001075,INV002432,MED117540,BAT412646,2026-06-18,2024-10-27,177,369.83,65459.91,Recalled,Recycling,Completed,EMP016,WH-E,Manufacturer recall
WR001076,INV003089,MED104568,BAT611871,2026-07-21,2027-04-30,166,41.72,6925.52,Expired,Incineration,Completed,EMP020,WH-A,Medicine expired
WR001077,INV003423,MED006612,BAT819294,2026-07-21,2027-09-04,186,262.89,48897.54,Expired,Return to Supplier,Completed,EMP012,WH-B,Medicine expired
WR001078,INV000557,MED102034,BAT663051,2026-07-21,2027-07-26,168,501.89,84317.52,Expired,Return to Supplier,Completed,EMP009,WH-C,Medicine expired
WR001079,INV003056,MED019891,BAT914002,2026-05-04,2026-04-01,7,264.06,1848.42,Damaged,Recycling,Completed,EMP003,WH-E,Packaging damaged
WR001080,INV004422,MED015009,BAT600073,2026-07-21,2028-11-16,82,170.59,13988.38,Expired,Incineration,Pending,EMP007,WH-D,Expired stock removed
WR001081,INV003634,MED069181,BAT379935,2026-07-21,2028-11-29,174,443.14,77106.36,Expired,Biohazard Disposal,Completed,EMP015,WH-A,Expired stock removed
WR001082,INV002573,MED096776,BAT622993,2026-07-21,2026-10-28,163,511.83,83428.29,Expired,Return to Supplier,Completed,EMP020,WH-E,Expired stock removed
WR001083,INV003826,MED019907,BAT639861,2025-11-08,2025-05-20,105,6.97,731.85,Expired,Recycling,Completed,EMP001,WH-E,Medicine expired
WR001084,INV002916,MED005921,BAT467418,2026-07-21,2026-06-05,9,509.79,4588.11,Expired,Recycling,Completed,EMP015,WH-C,Expired stock removed
WR001085,INV001415,MED073331,BAT537256,2026-05-08,2026-05-30,32,546.54,17489.28,Recalled,Return to Supplier,Completed,EMP003,WH-D,Safety recall
WR001086,INV003579,MED033942,BAT922145,2026-04-14,2025-08-16,148,586.77,86841.96,Recalled,Incineration,Completed,EMP011,WH-D,Manufacturer recall
WR001087,INV003680,MED063596,BAT404193,2026-03-15,2026-06-09,150,485.98,72897.0,Overstock,Biohazard Disposal,Completed,EMP004,WH-C,Excess inventory
WR001088,INV002438,MED117746,BAT462153,2026-05-22,2027-12-07,144,553.34,79680.96,Recalled,Incineration,Completed,EMP010,WH-E,Safety recall
WR001089,INV001040,MED008457,BAT541699,2025-11-08,2025-06-14,80,199.49,15959.2,Expired,Return to Supplier,Completed,EMP004,WH-A,Expired stock removed
WR001090,INV002703,MED031358,BAT220501,2026-01-22,2027-04-17,184,482.39,88759.76,Damaged,Return to Supplier,Completed,EMP016,WH-E,Packaging damaged
WR001091,INV003804,MED050860,BAT788716,2026-02-01,2026-12-02,59,90.91,5363.69,Overstock,Incineration,Completed,EMP016,WH-A,Low demand
WR001092,INV001140,MED012083,BAT570700,2026-03-06,2028-06-21,23,177.13,4073.99,Recalled,Return to Supplier,Completed,EMP014,WH-B,Manufacturer recall
WR001093,INV001874,MED008634,BAT511744,2026-06-29,2027-11-16,195,464.85,90645.75,Damaged,Recycling,Completed,EMP002,WH-E,Broken container
WR001094,INV004905,MED027828,BAT123724,2026-07-21,2027-12-03,160,191.7,30672.0,Expired,Return to Supplier,Completed,EMP005,WH-E,Expired stock removed
WR001095,INV002058,MED014404,BAT851966,2026-02-20,2027-10-05,28,582.1,16298.8,Damaged,Return to Supplier,Completed,EMP011,WH-C,Broken container
WR001096,INV000675,MED093385,BAT469311,2026-04-13,2026-10-01,41,344.29,14115.89,Recalled,Return to Supplier,Completed,EMP003,WH-A,Safety recall
WR001097,INV004617,MED006116,BAT828109,2026-07-21,2026-09-03,192,255.08,48975.36,Expired,Return to Supplier,Completed,EMP019,WH-A,Expired stock removed
WR001098,INV003028,MED130029,BAT903989,2026-07-21,2028-04-15,127,49.26,6256.02,Expired,Biohazard Disposal,Completed,EMP002,WH-B,Medicine expired
WR001099,INV001898,MED106873,BAT162033,2026-02-17,2026-02-11,36,592.5,21330.0,Expired,Biohazard Disposal,Completed,EMP020,WH-B,Medicine expired
WR001100,INV001778,MED107150,BAT380110,2026-05-21,2026-04-04,96,158.9,15254.4,Expired,Biohazard Disposal,Completed,EMP007,WH-D,Medicine expired
WR001101,INV003713,MED008287,BAT356278,2026-07-21,2026-08-14,143,292.92,41887.56,Expired,Return to Supplier,Completed,EMP013,WH-B,Medicine expired
WR001102,INV001990,MED118756,BAT683143,2026-07-21,2027-03-21,170,133.99,22778.3,Expired,Recycling,Completed,EMP005,WH-A,Medicine expired
WR001103,INV000165,MED110490,BAT468623,2026-05-30,2027-02-15,192,168.36,32325.12,Overstock,Incineration,Completed,EMP009,WH-A,Low demand
WR001104,INV004093,MED059953,BAT206061,2026-07-21,2027-05-01,175,234.11,40969.25,Expired,Incineration,Completed,EMP018,WH-B,Medicine expired
WR001105,INV004085,MED101584,BAT448162,2026-07-21,2028-08-18,196,495.51,97119.96,Expired,Biohazard Disposal,Completed,EMP003,WH-B,Medicine expired
WR001106,INV004382,MED002349,BAT539782,2026-01-24,2026-10-03,146,191.63,27977.98,Overstock,Biohazard Disposal,Completed,EMP004,WH-D,Low demand
WR001107,INV001453,MED092819,BAT367090,2026-07-21,2027-05-08,27,296.06,7993.62,Expired,Biohazard Disposal,Pending,EMP013,WH-E,Expired stock removed
WR001109,INV000393,MED018710,BAT148759,2026-02-03,2027-03-14,32,355.64,11380.48,Damaged,Recycling,Completed,EMP009,WH-A,Packaging damaged
WR001110,INV004217,MED038872,BAT454626,2026-04-15,2025-10-22,61,157.75,9622.75,Contaminated,Biohazard Disposal,Completed,EMP005,WH-C,Quality issue
WR001111,INV001970,MED091978,BAT889558,2026-07-21,2027-09-14,193,273.28,52743.04,Expired,Biohazard Disposal,Completed,EMP018,WH-D,Expired stock removed
WR001112,INV001429,MED111143,BAT674721,2026-07-07,2025-07-13,67,458.84,30742.28,Overstock,Recycling,Completed,EMP003,WH-B,Low demand
WR001113,INV002390,MED022090,BAT203763,2026-02-08,2027-09-15,47,440.81,20718.07,Recalled,Biohazard Disposal,Completed,EMP002,WH-C,Manufacturer recall
WR001114,INV000139,MED081377,BAT585188,2026-07-15,2025-12-01,120,196.31,23557.2,Damaged,Return to Supplier,Completed,EMP002,WH-A,Broken container
WR001115,INV004375,MED012736,BAT368464,2026-07-21,2027-12-24,6,305.61,1833.66,Expired,Recycling,Completed,EMP011,WH-D,Medicine expired
WR001116,INV000814,MED121183,BAT344435,2026-02-03,2025-09-29,177,528.56,93555.12,Overstock,Incineration,Completed,EMP015,WH-A,Low demand
WR001117,INV004650,MED014789,BAT614612,2026-07-21,2026-09-27,148,175.2,25929.6,Expired,Recycling,Completed,EMP020,WH-B,Medicine expired
WR001118,INV000145,MED050193,BAT324597,2026-01-25,2028-06-03,176,599.99,105598.24,Damaged,Return to Supplier,Completed,EMP002,WH-A,Broken container
WR001119,INV001583,MED125059,BAT776562,2026-02-03,2028-03-31,149,308.27,45932.23,Damaged,Recycling,Completed,EMP002,WH-C,Packaging damaged
WR001120,INV000193,MED006428,BAT834549,2026-01-05,2025-08-24,189,254.17,48038.13,Expired,Incineration,Completed,EMP007,WH-D,Expired stock removed
WR001121,INV003247,MED069286,BAT327645,2026-06-05,2026-04-24,187,419.81,78504.47,Expired,Biohazard Disposal,Completed,EMP006,WH-B,Expired stock removed
WR001122,INV004171,MED011250,BAT379866,2026-04-06,2028-12-06,171,305.67,52269.57,Damaged,Recycling,Completed,EMP011,WH-E,Packaging damaged
WR001123,INV004889,MED082175,BAT177168,2026-07-21,2028-09-23,160,413.9,66224.0,Expired,Incineration,Completed,EMP012,WH-C,Expired stock removed
WR001124,INV001909,MED059534,BAT417924,2026-07-21,2028-02-12,106,26.53,2812.18,Expired,Biohazard Disposal,Completed,EMP019,WH-B,Medicine expired
WR001125,INV002919,MED131256,BAT181081,2026-07-21,2027-06-09,44,54.55,2400.2,Expired,Biohazard Disposal,Completed,EMP015,WH-D,Medicine expired
WR001126,INV000494,MED090522,BAT669097,2026-04-02,2027-10-11,150,211.86,31779.0,Damaged,Return to Supplier,Pending,EMP017,WH-E,Packaging damaged
WR001127,INV004840,MED133831,BAT567779,2026-07-21,2028-01-11,20,286.95,5739.0,Expired,Biohazard Disposal,Completed,EMP016,WH-C,Expired stock removed
WR001128,INV001730,MED122385,BAT612696,2026-01-30,2028-06-17,160,265.83,42532.8,Recalled,Incineration,Pending,EMP015,WH-C,Manufacturer recall
WR001129,INV001220,MED019349,BAT544664,2026-07-21,2029-06-27,160,52.61,8417.6,Expired,Return to Supplier,Completed,EMP018,WH-E,Medicine expired
WR001130,INV001030,MED020651,BAT735553,2026-06-04,2026-02-05,195,457.77,89265.15,Recalled,Recycling,Pending,EMP018,WH-A,Manufacturer recall
WR001131,INV003859,MED050853,BAT570266,2026-04-01,2026-08-18,66,151.91,10026.06,Contaminated,Incineration,Completed,EMP002,WH-D,Quality issue
WR001132,INV001969,MED121417,BAT406351,2026-03-23,2026-07-08,92,476.07,43798.44,Overstock,Return to Supplier,Completed,EMP011,WH-D,Low demand
WR001133,INV003457,MED038959,BAT938271,2026-07-21,2027-01-25,115,14.94,1718.1,Expired,Recycling,Pending,EMP006,WH-E,Expired stock removed
WR001134,INV003701,MED092209,BAT931265,2026-07-21,2026-07-22,95,130.38,12386.1,Expired,Incineration,Completed,EMP010,WH-C,Expired stock removed
WR001135,INV002845,MED069799,BAT501832,2026-07-18,2028-08-05,75,24.9,1867.5,Damaged,Recycling,Completed,EMP009,WH-E,Broken container
WR001136,INV001643,MED009148,BAT633804,2026-07-21,2026-08-19,109,377.7,41169.3,Expired,Return to Supplier,Completed,EMP017,WH-B,Expired stock removed
WR001137,INV000565,MED033499,BAT400487,2026-03-03,2027-06-26,126,404.32,50944.32,Damaged,Incineration,Completed,EMP019,WH-C,Packaging damaged
WR001138,INV001407,MED122705,BAT428702,2026-03-24,2026-03-06,54,416.06,22467.24,Expired,Biohazard Disposal,Completed,EMP003,WH-C,Medicine expired
WR001139,INV004259,MED002369,BAT497829,2026-07-21,2027-01-09,68,574.53,39068.04,Expired,Biohazard Disposal,Completed,EMP002,WH-C,Medicine expired
WR001140,INV003342,MED026093,BAT993910,2026-06-07,2025-08-25,9,388.79,3499.11,Expired,Incineration,Completed,EMP004,WH-B,Medicine expired
WR001141,INV000066,MED078797,BAT472060,2026-01-29,2026-10-22,101,422.2,42642.2,Overstock,Incineration,Completed,EMP010,WH-E,Excess inventory
WR001142,INV000052,MED062369,BAT840734,2026-03-21,2025-11-25,188,327.85,61635.8,Expired,Recycling,Completed,EMP012,WH-D,Medicine expired
WR001143,INV002388,MED042704,BAT912692,2026-07-21,2027-03-14,195,514.51,100329.45,Expired,Return to Supplier,Pending,EMP011,WH-B,Expired stock removed
WR001144,INV000059,MED091189,BAT587623,2026-07-21,2027-12-11,108,366.31,39561.48,Expired,Return to Supplier,Completed,EMP018,WH-B,Expired stock removed
WR001145,INV004268,MED137011,BAT267029,2026-04-18,2025-12-31,74,129.19,9560.06,Damaged,Recycling,Completed,EMP017,WH-E,Broken container
WR001146,INV003978,MED116177,BAT895882,2026-06-14,2027-11-16,38,380.87,14473.06,Recalled,Biohazard Disposal,Completed,EMP011,WH-E,Manufacturer recall
WR001147,INV004338,MED088053,BAT346347,2026-07-21,2027-06-30,43,583.98,25111.14,Expired,Biohazard Disposal,Completed,EMP005,WH-C,Medicine expired
WR001148,INV004526,MED110306,BAT660913,2026-02-15,2026-01-06,23,241.53,5555.19,Expired,Recycling,Completed,EMP004,WH-B,Expired stock removed
WR001149,INV001809,MED093130,BAT565660,2026-05-30,2025-04-08,129,476.55,61474.95,Expired,Incineration,Completed,EMP009,WH-D,Medicine expired
WR001150,INV003176,MED123960,BAT344896,2026-07-21,2027-10-21,58,58.7,3404.6,Expired,Biohazard Disposal,Completed,EMP018,WH-E,Expired stock removed
WR001151,INV002981,MED049393,BAT115532,2026-07-09,2025-10-04,61,93.76,5719.36,Damaged,Return to Supplier,Completed,EMP006,WH-B,Broken container
WR001152,INV000922,MED096561,BAT181290,2026-07-01,2026-04-19,18,331.28,5963.04,Recalled,Recycling,Completed,EMP003,WH-A,Safety recall
WR001153,INV001311,MED088093,BAT999987,2026-03-21,2026-04-30,90,181.42,16327.8,Damaged,Return to Supplier,Completed,EMP012,WH-D,Broken container
WR001154,INV003615,MED117004,BAT467819,2026-04-19,2026-05-01,123,22.59,2778.57,Overstock,Recycling,Completed,EMP014,WH-E,Excess inventory
WR001155,INV004554,MED061522,BAT836499,2026-05-17,2026-05-13,158,141.94,22426.52,Expired,Return to Supplier,Completed,EMP014,WH-E,Expired stock removed
WR001156,INV000581,MED115689,BAT525756,2026-03-30,2027-09-29,137,108.18,14820.66,Contaminated,Biohazard Disposal,Completed,EMP002,WH-D,Quality issue
WR001157,INV000916,MED081253,BAT481219,2026-04-19,2026-07-26,198,32.47,6429.06,Recalled,Recycling,Completed,EMP005,WH-E,Safety recall
WR001158,INV001580,MED069130,BAT266309,2025-03-24,2024-12-17,15,126.28,1894.2,Expired,Biohazard Disposal,Completed,EMP010,WH-B,Expired stock removed
WR001159,INV001219,MED049396,BAT371213,2026-02-06,2026-09-30,147,469.7,69045.9,Overstock,Biohazard Disposal,Completed,EMP020,WH-C,Excess inventory
WR001160,INV002941,MED036261,BAT120650,2026-07-21,2027-10-23,142,379.3,53860.6,Expired,Recycling,Completed,EMP008,WH-A,Medicine expired
WR001161,INV001880,MED077562,BAT380028,2026-07-21,2027-01-17,12,344.31,4131.72,Expired,Return to Supplier,Pending,EMP010,WH-C,Medicine expired
WR001162,INV000445,MED091288,BAT741603,2026-07-21,2027-10-22,97,250.87,24334.39,Expired,Recycling,Completed,EMP017,WH-B,Expired stock removed
WR001163,INV001698,MED062802,BAT440133,2026-03-12,2026-03-09,9,464.94,4184.46,Damaged,Return to Supplier,Completed,EMP015,WH-B,Packaging damaged
WR001164,INV004664,MED081294,BAT944109,2026-02-14,2027-08-10,128,590.03,75523.84,Damaged,Recycling,Completed,EMP017,WH-A,Packaging damaged
WR001165,INV001671,MED022083,BAT619829,2026-06-01,2027-06-16,135,271.26,36620.1,Damaged,Incineration,Completed,EMP004,WH-C,Packaging damaged
WR001166,INV003133,MED109487,BAT932990,2026-04-19,2025-09-17,165,277.52,45790.8,Damaged,Incineration,Pending,EMP014,WH-A,Broken container
WR001167,INV000732,MED134625,BAT886365,2026-07-21,2028-01-17,116,353.48,41003.68,Expired,Recycling,Completed,EMP013,WH-E,Medicine expired
WR001168,INV004245,MED086541,BAT603692,2026-07-21,2027-09-21,22,403.58,8878.76,Expired,Biohazard Disposal,Completed,EMP002,WH-B,Medicine expired
WR001169,INV003115,MED024313,BAT797432,2026-07-21,2027-08-20,20,458.75,9175.0,Expired,Return to Supplier,Completed,EMP014,WH-E,Medicine expired
WR001170,INV003026,MED130525,BAT206639,2026-07-11,2026-07-03,116,351.99,40830.84,Damaged,Incineration,Completed,EMP008,WH-E,Broken container
WR001171,INV000108,MED036268,BAT766269,2026-02-19,2028-12-11,197,74.42,14660.74,Overstock,Incineration,Completed,EMP002,WH-C,Excess inventory
WR001172,INV002547,MED001690,BAT744810,2026-03-15,2028-03-01,29,370.5,10744.5,Recalled,Recycling,Completed,EMP014,WH-D,Safety recall
WR001173,INV001325,MED047992,BAT940848,2026-07-21,2026-08-02,163,218.36,35592.68,Expired,Biohazard Disposal,Completed,EMP004,WH-B,Expired stock removed
WR001174,INV000959,MED038600,BAT140989,2026-03-25,2026-01-09,162,387.24,62732.88,Expired,Recycling,Completed,EMP017,WH-E,Medicine expired
WR001175,INV003779,MED036550,BAT364248,2026-07-21,2028-05-27,62,106.43,6598.66,Expired,Biohazard Disposal,Completed,EMP009,WH-E,Expired stock removed
WR001176,INV002656,MED127059,BAT511309,2025-10-15,2025-06-07,36,257.22,9259.92,Expired,Biohazard Disposal,Completed,EMP014,WH-D,Expired stock removed
WR001177,INV002113,MED111124,BAT158815,2026-07-21,2027-05-11,15,204.46,3066.9,Expired,Return to Supplier,Completed,EMP005,WH-D,Expired stock removed
WR001178,INV004540,MED125065,BAT631839,2026-07-21,2026-12-19,67,274.47,18389.49,Expired,Recycling,Completed,EMP012,WH-C,Expired stock removed
WR001179,INV002218,MED104348,BAT473185,2026-04-16,2027-03-02,165,450.61,74350.65,Damaged,Biohazard Disposal,Pending,EMP020,WH-D,Broken container
WR001180,INV002267,MED109121,BAT891694,2026-04-23,2026-10-31,77,223.81,17233.37,Damaged,Recycling,Pending,EMP017,WH-A,Broken container
WR001181,INV000180,MED078148,BAT943776,2026-07-21,2027-07-21,63,99.06,6240.78,Expired,Incineration,Completed,EMP007,WH-B,Expired stock removed
WR001182,INV003892,MED062956,BAT208137,2026-07-08,2027-07-30,134,310.92,41663.28,Overstock,Return to Supplier,Completed,EMP008,WH-D,Low demand
WR001183,INV004317,MED013434,BAT875146,2026-07-21,2028-02-10,81,226.84,18374.04,Expired,Return to Supplier,Completed,EMP004,WH-C,Medicine expired
WR001184,INV001945,MED107910,BAT261777,2026-04-27,2025-12-24,145,229.33,33252.85,Contaminated,Recycling,Pending,EMP006,WH-C,Contaminated during storage
WR001185,INV003816,MED060824,BAT635570,2026-07-17,2026-04-10,16,45.09,721.44,Damaged,Biohazard Disposal,Completed,EMP015,WH-D,Broken container
WR001186,INV000981,MED034863,BAT158579,2026-03-15,2025-07-22,19,419.19,7964.61,Damaged,Recycling,Completed,EMP016,WH-A,Broken container
WR001187,INV004290,MED032938,BAT969010,2026-07-21,2027-10-17,98,408.33,40016.34,Expired,Biohazard Disposal,Completed,EMP013,WH-A,Expired stock removed
WR001188,INV003834,MED114152,BAT445781,2026-03-18,2026-02-15,7,364.16,2549.12,Overstock,Return to Supplier,Completed,EMP004,WH-E,Excess inventory
WR001189,INV003835,MED081146,BAT632339,2026-07-21,2027-10-07,117,200.16,23418.72,Expired,Biohazard Disposal,Completed,EMP008,WH-D,Medicine expired
WR001190,INV001739,MED039981,BAT753235,2026-01-18,2025-10-26,187,261.71,48939.77,Expired,Recycling,Completed,EMP012,WH-A,Medicine expired
WR001191,INV002726,MED126970,BAT232976,2026-07-21,2027-10-02,9,179.96,1619.64,Expired,Biohazard Disposal,Completed,EMP003,WH-B,Medicine expired
WR001192,INV003610,MED135465,BAT589761,2026-03-22,2027-08-19,124,288.42,35764.08,Overstock,Incineration,Completed,EMP018,WH-A,Excess inventory
WR001193,INV001633,MED018576,BAT916455,2026-04-21,2027-02-09,11,316.7,3483.7,Recalled,Return to Supplier,Completed,EMP016,WH-D,Safety recall
WR001194,INV003188,MED047767,BAT436655,2025-10-28,2024-12-13,65,470.12,30557.8,Expired,Biohazard Disposal,Completed,EMP007,WH-C,Medicine expired
WR001195,INV002156,MED063862,BAT103977,2026-03-07,2028-05-18,36,561.29,20206.44,Recalled,Return to Supplier,Completed,EMP016,WH-B,Manufacturer recall
WR001196,INV000786,MED120998,BAT627054,2026-01-26,2024-11-20,60,168.6,10116.0,Expired,Return to Supplier,Completed,EMP001,WH-E,Medicine expired
WR001197,INV002852,MED123394,BAT828240,2026-07-21,2027-05-09,182,11.55,2102.1,Expired,Return to Supplier,Pending,EMP002,WH-B,Medicine expired
WR001198,INV004523,MED128127,BAT390648,2026-04-24,2026-10-22,46,296.6,13643.6,Damaged,Biohazard Disposal,Completed,EMP001,WH-D,Packaging damaged
WR001199,INV000074,MED093023,BAT259097,2026-07-21,2026-11-07,32,75.48,2415.36,Expired,Incineration,Completed,EMP019,WH-E,Medicine expired
WR001200,INV003919,MED024192,BAT685450,2026-04-17,2026-07-11,148,312.47,46245.56,Overstock,Recycling,Completed,EMP006,WH-B,Excess inventory
WR001202,INV001854,MED028193,BAT946475,2026-07-21,2026-11-15,179,259.31,46416.49,Expired,Return to Supplier,Completed,EMP002,WH-C,Medicine expired
WR001203,INV004952,MED078675,BAT272378,2026-06-30,2026-11-06,91,590.76,53759.16,Recalled,Return to Supplier,Completed,EMP004,WH-E,Manufacturer recall
WR001204,INV000630,MED010183,BAT243132,2026-06-01,2026-04-23,110,457.4,50314.0,Expired,Return to Supplier,Completed,EMP011,WH-E,Expired stock removed
WR001205,INV002631,MED032925,BAT229489,2026-07-21,2026-12-30,126,12.85,1619.1,Expired,Return to Supplier,Completed,EMP014,WH-A,Expired stock removed
WR001206,INV000438,MED106501,BAT377370,2026-07-21,2027-05-14,62,359.94,22316.28,Expired,Return to Supplier,Completed,EMP005,WH-D,Medicine expired
WR001207,INV004577,MED131775,BAT196459,2026-07-21,2029-03-12,23,244.94,5633.62,Expired,Return to Supplier,Completed,EMP013,WH-D,Medicine expired
WR001208,INV003890,MED034885,BAT704629,2026-06-29,2026-05-24,4,314.8,1259.2,Expired,Return to Supplier,Completed,EMP009,WH-C,Expired stock removed
WR001209,INV001004,MED103778,BAT435740,2026-04-11,2026-04-10,5,474.79,2373.95,Expired,Return to Supplier,Completed,EMP009,WH-A,Medicine expired
WR001210,INV003986,MED066684,BAT580755,2026-07-21,2028-10-14,62,251.52,15594.24,Expired,Biohazard Disposal,Completed,EMP020,WH-D,Expired stock removed
WR001211,INV004132,MED096102,BAT576600,2025-05-09,2024-11-28,179,499.54,89417.66,Expired,Incineration,Completed,EMP015,WH-C,Medicine expired
WR001212,INV002481,MED100403,BAT925573,2026-07-05,2026-01-14,129,405.92,52363.68,Overstock,Recycling,Completed,EMP011,WH-D,Excess inventory
WR001213,INV004399,MED054669,BAT496875,2026-05-08,2027-05-23,77,508.37,39144.49,Damaged,Biohazard Disposal,Pending,EMP009,WH-C,Broken container
WR001214,INV004124,MED077379,BAT292870,2026-07-21,2028-03-21,106,34.52,3659.12,Expired,Biohazard Disposal,Completed,EMP018,WH-E,Expired stock removed
WR001215,INV003945,MED009557,BAT826874,2026-05-20,2028-06-18,73,121.05,8836.65,Overstock,Incineration,Completed,EMP015,WH-A,Excess inventory
WR001216,INV003487,MED035657,BAT436526,2026-05-28,2028-01-21,99,227.48,22520.52,Overstock,Incineration,Completed,EMP005,WH-B,Low demand
WR001217,INV002193,MED075125,BAT164116,2026-07-21,2028-06-28,91,484.28,44069.48,Expired,Incineration,Completed,EMP016,WH-E,Expired stock removed
WR001218,INV002571,MED132814,BAT855018,2026-07-21,2028-03-06,142,80.27,11398.34,Expired,Incineration,Completed,EMP008,WH-B,Medicine expired
WR001219,INV000601,MED101001,BAT159645,2026-02-25,2027-04-25,75,56.4,4230.0,Recalled,Recycling,Completed,EMP001,WH-E,Safety recall
WR001220,INV000827,MED103236,BAT148439,2026-07-21,2026-12-29,135,199.97,26995.95,Expired,Biohazard Disposal,Completed,EMP001,WH-B,Expired stock removed
WR001221,INV002045,MED031971,BAT445904,2026-07-21,2027-12-25,40,373.22,14928.8,Expired,Biohazard Disposal,Completed,EMP011,WH-A,Expired stock removed
WR001222,INV002580,MED050397,BAT435249,2026-07-21,2027-10-29,41,376.56,15438.96,Expired,Biohazard Disposal,Completed,EMP017,WH-E,Medicine expired
WR001223,INV001280,MED103004,BAT870109,2026-06-25,2026-06-09,123,469.45,57742.35,Expired,Recycling,Completed,EMP009,WH-A,Medicine expired
WR001224,INV001707,MED066781,BAT665093,2026-06-14,2027-09-03,165,87.24,14394.6,Recalled,Return to Supplier,Completed,EMP017,WH-C,Manufacturer recall
WR001225,INV002651,MED089853,BAT465493,2026-07-21,2026-12-31,78,455.18,35504.04,Expired,Biohazard Disposal,Completed,EMP001,WH-A,Medicine expired
WR001226,INV004648,MED131937,BAT314782,2026-07-21,2027-05-25,32,41.44,1326.08,Expired,Biohazard Disposal,Completed,EMP010,WH-D,Expired stock removed
WR001227,INV003902,MED012413,BAT773436,2026-07-07,2026-05-07,38,371.84,14129.92,Expired,Biohazard Disposal,Completed,EMP001,WH-B,Expired stock removed
