Medicine_ID,Product_NDC,Generic_Name,Brand_Name,Manufacturer,Active_Ingredient,Strength,Dosage_Form,Route,Pharm_Class,Category_ID,Category_Name
MED064587,64760-786,Zinc Oxide,Avene Cleanance Mattifying Spf 30,Pierre Fabre Usa Inc.,ZINC OXIDE,100 mg/mL,LOTION,TOPICAL,UNKNOWN,CAT015,Others
MED064596,64850-254,Ropinirole,Ropinirole,"Elite Laboratories, Inc.",ROPINIROLE HYDROCHLORIDE,12 mg/1,"TABLET, EXTENDED RELEASE",ORAL,Dopamine Agonists [MoA],CAT005,Neurology
MED064600,0310-9400,Eplontersen,Wainua,Astrazeneca Pharmaceuticals Lp,EPLONTERSEN,45 mg/.8mL,"INJECTION, SOLUTION",SUBCUTANEOUS,Antisense Oligonucleotide [EPC],CAT010,Allergy
MED064693,64980-414,Pregabalin,Pregabalin,"Rising Pharma Holdings, Inc.",PREGABALIN,150 mg/1,CAPSULE,ORAL,UNKNOWN,CAT015,Others
MED064703,64980-658,Tizanidine,Tizanidine,"Rising Pharma Holdings, Inc.",TIZANIDINE HYDROCHLORIDE,2 mg/1,TABLET,ORAL,Adrenergic alpha2-Agonists [MoA],CAT003,Diabetes
MED064764,65145-175,Levetiracetam In Sodium Chloride,Levetiracetam,Caplin Steriles Limited,LEVETIRACETAM,1500 mg/100mL,INJECTION,INTRAVENOUS,Decreased Central Nervous System Disorganized Electrical Activity [PE],CAT005,Neurology
MED064808,65219-119,"Dextrose Monohydrate, Sodium Chloride, And Potassium Chloride",Potassium Chloride In Dextrose And Sodium Chloride,"Fresenius Kabi Usa, Llc",DEXTROSE MONOHYDRATE,50 g/1000mL,"INJECTION, SOLUTION",INTRAVENOUS,Increased Large Intestinal Motility [PE],CAT007,Gastrointestinal
MED064824,65219-598,Tocilizumab-Aazg,Tyenne,"Fresenius Kabi Usa, Llc",TOCILIZUMAB,162 mg/.9mL,"INJECTION, SOLUTION",SUBCUTANEOUS,Interleukin 6 Receptor Antagonists [MoA],CAT010,Allergy
MED064838,0338-0663,"Potassium Chloride, Dextrose Monohydrate And Sodium Chloride",Potassium Chloride In Dextrose And Sodium Chloride,Baxter Healthcare Company,DEXTROSE MONOHYDRATE,5 g/100mL,"INJECTION, SOLUTION",INTRAVENOUS,Increased Large Intestinal Motility [PE],CAT007,Gastrointestinal
MED064849,65753-108,"Avobenzone, Homosalate, Octinoxate, Octisalate, Petrolatum",Sun X Spf 50 Broad Spectrum Sunscreen Lip Balm,"Coretex Products, Inc",AVOBENZONE,3 g/100mL,LIPSTICK,TOPICAL,UNKNOWN,CAT015,Others
MED064877,65862-037,Lisinopril,Lisinopril,Aurobindo Pharma Limited,LISINOPRIL,2.5 mg/1,TABLET,ORAL,Angiotensin Converting Enzyme Inhibitor [EPC],CAT003,Diabetes
MED064900,65862-421,Tenofovir Disoproxil Fumarate,Tenofovir Disoproxil Fumarate,Aurobindo Pharma Limited,TENOFOVIR DISOPROXIL FUMARATE,300 mg/1,"TABLET, FILM COATED",ORAL,Hepatitis B Virus Nucleoside Analog Reverse Transcriptase Inhibitor [EPC],CAT001,Antibiotics
MED064920,65862-694,Metronidazole,Metronidazole,Aurobindo Pharma Limited,METRONIDAZOLE,250 mg/1,TABLET,ORAL,Nitroimidazole Antimicrobial [EPC],CAT001,Antibiotics
MED064922,65862-761,Pregabalin,Pregabalin,Aurobindo Pharma Limited,PREGABALIN,100 mg/1,CAPSULE,ORAL,UNKNOWN,CAT015,Others
MED064923,65862-781,Olmesartan Medoxomil And Hydrochlorothiazide,Olmesartan Medoxomil And Hydrochlorothiazide,Aurobindo Pharma Limited,HYDROCHLOROTHIAZIDE,25 mg/1,"TABLET, FILM COATED",ORAL,Angiotensin 2 Receptor Antagonists [MoA],CAT003,Diabetes
MED064982,66658-524,Emapalumab-Lzsg,Gamifant,Swedish Orphan Biovitrum Ab (Publ),EMAPALUMAB,250 mg/10mL,INJECTION,INTRAVENOUS,Interferon gamma Antagonists [MoA],CAT010,Allergy
MED065020,66758-148,Estradiol,Vivelle-Dot,Sandoz Inc,ESTRADIOL,.075 mg/d,"PATCH, EXTENDED RELEASE",TRANSDERMAL,Estradiol Congeners [CS],CAT009,Oncology
MED065033,66800-0082,"Avobenzone 3%, Homosalate 14%, Octisalate 4.5%, Octocrylene 9%",Coppertone Protect And Tan Spf 30,Beiersdorf Inc,AVOBENZONE,3 g/100g,LOTION,TOPICAL,UNKNOWN,CAT015,Others
MED065036,66800-4109,"Avobenzone 3%, Homosalate 9%, Octisalate 4.5%, Octocrylene 9%",Coppertone Waterbabies Sunscreen Spf 50,Beiersdorf Inc,AVOBENZONE,3 g/100g,LOTION,TOPICAL,UNKNOWN,CAT015,Others
MED065171,0363-0375,Loperamide Hcl,Anti-Diarrheal,Walgreen Company,LOPERAMIDE HYDROCHLORIDE,2 mg/1,TABLET,ORAL,Opioid Agonist [EPC],CAT004,Pain Management
MED065176,67457-657,Esmolol Hydrochloride In Sodium Chloride,Esmolol Hydrochloride In Sodium Chloride,Mylan Institutional Llc,ESMOLOL HYDROCHLORIDE,10 mg/mL,INJECTION,INTRAVENOUS,Adrenergic beta-Antagonists [MoA],CAT003,Diabetes
MED065200,67751-167,Acetaminophen,Tylenol Extra Strength,Navajo Manufacturing Company Inc.,ACETAMINOPHEN,500 mg/1,"TABLET, FILM COATED",ORAL,UNKNOWN,CAT015,Others
MED065214,67877-167,Lamotrigine,Lamotrigine,"Ascend Laboratories, Llc",LAMOTRIGINE,200 mg/1,TABLET,ORAL,Anti-epileptic Agent [EPC],CAT005,Neurology
MED065218,67877-220,Cephalexin,Cephalexin,"Ascend Laboratories, Llc",CEPHALEXIN,250 mg/1,CAPSULE,ORAL,Cephalosporin Antibacterial [EPC],CAT001,Antibiotics
MED065246,67877-620,Dapagliflozin And Metformin Hydrochloride,Dapagliflozin And Metformin Hydrochloride,"Ascend Laboratories, Llc",DAPAGLIFLOZIN,5 mg/1,"TABLET, FILM COATED, EXTENDED RELEASE",ORAL,Biguanide [EPC],CAT002,Cardiovascular
MED065261,67877-931,Metformin Hydrochloride,Metformin Hydrochloride,"Ascend Laboratories, Llc",METFORMIN HYDROCHLORIDE,850 mg/1,"TABLET, FILM COATED",ORAL,Biguanide [EPC],CAT002,Cardiovascular
MED065314,0363-0701,Famotidine,Acid Controller,Walgreen Company,FAMOTIDINE,20 mg/1,"TABLET, FILM COATED",ORAL,Histamine H2 Receptor Antagonists [MoA],CAT006,Respiratory
MED065323,68047-253,Hyoscyamine Sulfate,Oscimin,"Larken Laboratories, Inc.",HYOSCYAMINE SULFATE,.125 mg/1,"TABLET, ORALLY DISINTEGRATING",SUBLINGUAL,UNKNOWN,CAT015,Others
MED065332,68071-1760,Amoxicillin,Amoxicillin,"Nucare Pharmaceuticals,Inc.",AMOXICILLIN,125 mg/5mL,"POWDER, FOR SUSPENSION",ORAL,Penicillin-class Antibacterial [EPC],CAT001,Antibiotics
MED065358,68071-2491,"Nystatin, Triamcinolone Acetonide",Nystatin And Triamcinolone Acetonide,"Nucare Pharmaceuticals,Inc.",NYSTATIN,100000 [USP'U]/g,CREAM,TOPICAL,Corticosteroid Hormone Receptor Agonists [MoA],CAT004,Pain Management
MED065362,68071-2736,Triamcinolone Acetonide,Triamcinolone Acetonide,"Nucare Pharmaceuticals,Inc.",TRIAMCINOLONE ACETONIDE,1 mg/g,CREAM,TOPICAL,Corticosteroid Hormone Receptor Agonists [MoA],CAT004,Pain Management
MED065373,68071-3178,Lisinopril,Lisinopril,"Nucare Pharmaceuticals, Inc.",LISINOPRIL,20 mg/1,TABLET,ORAL,Angiotensin Converting Enzyme Inhibitor [EPC],CAT003,Diabetes
MED065410,68071-3695,Emtricitabine And Tenofovir Disoproxil Fumarate,Emtricitabine And Tenofovir Disoproxil Fumarate,"Nucare Pharmaceuticals, Inc.",EMTRICITABINE,200 mg/1,"TABLET, FILM COATED",ORAL,Hepatitis B Virus Nucleoside Analog Reverse Transcriptase Inhibitor [EPC],CAT001,Antibiotics
MED065414,68071-3727,Venlafaxine Hydrochloride,Venlafaxine Hydrochloride,Nucare Pharmaceuticals Inc.,VENLAFAXINE HYDROCHLORIDE,150 mg/1,"CAPSULE, EXTENDED RELEASE",ORAL,Norepinephrine Uptake Inhibitors [MoA],CAT005,Neurology
MED065428,68071-3865,Tretinoin,Tretinoin,"Nucare Pharmaceuticals,Inc.",TRETINOIN,.5 mg/g,CREAM,TOPICAL,Retinoid [EPC],CAT008,Dermatology
MED065434,68071-3960,Oseltamivir Phosphate,Oseltamivir Phosphate,"Nucare Pharmaceuticals, Inc.",OSELTAMIVIR PHOSPHATE,6 mg/mL,FOR SUSPENSION,ORAL,Neuraminidase Inhibitor [EPC],CAT001,Antibiotics
MED065441,68071-4034,Montelukast,Montelukast,"Nucare Pharmaceuticals,Inc.",MONTELUKAST SODIUM,10 mg/1,TABLET,ORAL,Leukotriene Receptor Antagonist [EPC],CAT006,Respiratory
MED065518,68083-479,Lincomycin Hydrochloride,Lincomycin Hydrochloride,Gland Pharma Limited,LINCOMYCIN HYDROCHLORIDE,300 mg/mL,"INJECTION, SOLUTION",INTRAMUSCULAR,UNKNOWN,CAT015,Others
MED065538,68084-788,Glimepiride,Glimepiride,American Health Packaging,GLIMEPIRIDE,1 mg/1,TABLET,ORAL,Sulfonylurea Compounds [CS],CAT002,Cardiovascular
MED065597,0363-1756,"Acetaminophen, Dextromethorphan Hbr, Doxylamine Succinate Softgels",Nighttime Ultra Concentrated Cold And Flu,Walgreens,ACETAMINOPHEN,325 mg/1,"CAPSULE, LIQUID FILLED",ORAL,Antihistamine [EPC],CAT006,Respiratory
MED065607,68382-034,Venlafaxine Hydrochloride,Venlafaxine Hydrochloride,Zydus Pharmaceuticals Usa Inc.,VENLAFAXINE HYDROCHLORIDE,37.5 mg/1,"CAPSULE, EXTENDED RELEASE",ORAL,Norepinephrine Uptake Inhibitors [MoA],CAT005,Neurology
MED065616,68382-479,Fesoterodine Fumarate,Fesoterodine Fumarate,Zydus Pharmaceuticals Usa Inc.,FESOTERODINE FUMARATE,4 mg/1,"TABLET, FILM COATED, EXTENDED RELEASE",ORAL,UNKNOWN,CAT015,Others
MED065618,68382-520,Sirolimus,Sirolimus,Zydus Pharmaceuticals Usa Inc.,SIROLIMUS,.5 mg/1,"TABLET, FILM COATED",ORAL,Decreased Immunologic Activity [PE],CAT010,Allergy
MED065636,68382-914,Erlotinib,Erlotinib,Zydus Pharmaceuticals Usa Inc.,ERLOTINIB HYDROCHLORIDE,100 mg/1,TABLET,ORAL,Kinase Inhibitor [EPC],CAT012,Ophthalmology
MED065652,68462-105,Ondansetron,Ondansetron,"Glenmark Pharmaceuticals Inc., Usa",ONDANSETRON HYDROCHLORIDE,4 mg/1,"TABLET, FILM COATED",ORAL,Serotonin 3 Receptor Antagonists [MoA],CAT005,Neurology
MED065695,68577-114,"Octisalate, Octocrylene",Leg Body Makeup,"Cosmax Usa, Corporation",OCTISALATE,3.2 mg/100mg,CREAM,TOPICAL,UNKNOWN,CAT015,Others
MED065716,68577-286,Salicylic Acid,Phyla Acne Phage Serum,"Cosmax Usa, Corp",SALICYLIC ACID,5 g/100mL,LOTION,TOPICAL,UNKNOWN,CAT015,Others
MED065732,68682-455,Metronidazole,Metronidazole,Oceanside Pharmaceuticals,METRONIDAZOLE,7.5 mg/g,GEL,VAGINAL,Nitroimidazole Antimicrobial [EPC],CAT001,Antibiotics
MED065736,0054-0188,Buprenorphine Hydrochloride And Naloxone Hydrochloride Dihydrate,Buprenorphine Hydrochloride And Naloxone Hydrochloride Dihydrate,Hikma Pharmaceuticals Usa Inc.,BUPRENORPHINE HYDROCHLORIDE,2 mg/1,TABLET,SUBLINGUAL,Opioid Antagonist [EPC],CAT004,Pain Management
MED065769,68788-6881,Omeprazole,Omeprazole,Preferred Pharmaceuticals Inc.,OMEPRAZOLE,20 mg/1,"CAPSULE, DELAYED RELEASE",ORAL,Cytochrome P450 2C19 Inhibitors [MoA],CAT014,Vitamins & Supplements
MED065787,68788-7644,Ondansetron,Ondansetron,"Preferred Pharmaceuticals, Inc.",ONDANSETRON,4 mg/1,"TABLET, ORALLY DISINTEGRATING",ORAL,Serotonin 3 Receptor Antagonists [MoA],CAT005,Neurology
MED065797,68788-8134,"Brompheniramine Maleate, Dextromethorphan Hbr, Phenylephrine Hcl",Dimaphen Dm,Preferred Pharmaceuticals Inc.,BROMPHENIRAMINE MALEATE,2 mg/10mL,SOLUTION,ORAL,Adrenergic alpha1-Agonists [MoA],CAT003,Diabetes
MED065872,68788-9922,Hydrocortisone,Hydrocortisone,"Preferred Pharmaceuticals, Inc.",HYDROCORTISONE,25 mg/g,CREAM,TOPICAL,Corticosteroid Hormone Receptor Agonists [MoA],CAT004,Pain Management
MED065901,0363-6452,Aspirin,Aspirin 81,Walgreens,ASPIRIN,81 mg/1,TABLET,ORAL,Anti-Inflammatory Agents,CAT004,Pain Management
MED065914,0363-6555,Acetaminophen,Infants Pain And Fever,Walgreens,ACETAMINOPHEN,160 mg/5mL,SUSPENSION,ORAL,UNKNOWN,CAT015,Others
MED065917,69070-301,Camphor And Menthol,Tong Feng Ding Pain Relief,"Zhejiang Dingtai Pharmaceutical Co., Ltd",CAMPHOR (SYNTHETIC),3.1 g/100g,PATCH,TRANSDERMAL,UNKNOWN,CAT015,Others
MED065949,0363-7044,Nicotine Polacrilex,Nicotine,Walgreen Company,NICOTINE,4 mg/1,LOZENGE,ORAL,Cholinergic Nicotinic Agonist [EPC],CAT005,Neurology
MED065976,69238-1171,Doxepin Hydrochloride,Doxepin Hydrochloride,Amneal Pharmaceuticals Ny Llc,DOXEPIN HYDROCHLORIDE,50 mg/1,CAPSULE,ORAL,Tricyclic Antidepressant [EPC],CAT005,Neurology
MED065998,0363-7775,Phenazopyridine Hydrochloride,Walgreens Urinary Pain Relief,Walgreens Co.,PHENAZOPYRIDINE HYDROCHLORIDE,95 mg/1,TABLET,ORAL,UNKNOWN,CAT015,Others
MED066026,69315-127,Folic Acid,Folic Acid,"Leading Pharma, Llc",FOLIC ACID,1 mg/1,TABLET,ORAL,UNKNOWN,CAT015,Others
MED066028,69315-137,Benztropine Mesylate,Benztropine Mesylate,"Leading Pharma, Llc",BENZTROPINE MESYLATE,1 mg/1,TABLET,ORAL,Anticholinergic [EPC],CAT005,Neurology
MED066033,0054-0319,Linezolid,Linezolid,Hikma Pharmaceuticals Usa Inc.,LINEZOLID,100 mg/5mL,"POWDER, FOR SUSPENSION",ORAL,Oxazolidinone Antibacterial [EPC],CAT001,Antibiotics
MED066037,69315-910,Diphenoxylate Hydrochloride And Atropine Sulfate,Diphenoxylate Hydrochloride And Atropine Sulfate,"Leading Pharma, Llc",ATROPINE SULFATE,.025 mg/1,TABLET,ORAL,Anticholinergic [EPC],CAT005,Neurology
MED066052,69367-310,Sodium Fluoride,Sodium Fluoride 1.1% Gel,"Westminster Pharmaceuticals, Llc",SODIUM FLUORIDE,5 mg/g,GEL,DENTAL,UNKNOWN,CAT015,Others
MED066066,69396-001,Clotrimazole,Clotrimazole,Trifecta Pharmaceuticals Usa Llc,CLOTRIMAZOLE,1 g/100g,CREAM,TOPICAL,Azole Antifungal [EPC],CAT001,Antibiotics
MED066085,0363-9084,Acetaminophen,Extra Strength Acetaminophen,Walgreens Co.,ACETAMINOPHEN,500 mg/1,TABLET,ORAL,UNKNOWN,CAT015,Others
MED066102,69423-749,Pyrithione Zinc,Head And Shoulders Dual Pack Smooth And Silky,The Procter & Gamble Manufacturing Company,UNKNOWN,UNKNOWN,KIT,UNKNOWN,UNKNOWN,CAT015,Others
MED066104,69423-761,Stannous Fluoride,Crest Pro Health Enamel Repair And Gum Intensive Clean,The Procter & Gamble Manufacturing Company,STANNOUS FLUORIDE,1.5 mg/g,"PASTE, DENTIFRICE",DENTAL,UNKNOWN,CAT015,Others
MED066150,69499-501,Folic Acid,Quiofic,"Solubiomix, Llc",FOLIC ACID,1 mg/5mL,SOLUTION,ORAL,UNKNOWN,CAT015,Others
MED066155,69536-181,Aspirin,St. Joseph Low Dose Aspirin,Foundation Consumer Healthcare,ASPIRIN,81 mg/1,"TABLET, FILM COATED",ORAL,Anti-Inflammatory Agents,CAT004,Pain Management
MED066157,69539-032,Teriflunomide,Teriflunomide,Msn Laboratories Private Limited,TERIFLUNOMIDE,7 mg/1,"TABLET, FILM COATED",ORAL,Dihydroorotate Dehydrogenase Inhibitors [MoA],CAT012,Ophthalmology
MED066195,69685-122,"Arnica, Calendula, Chamomilla, Echinacea Angustifolia, Echinacea Purpurea, Hepar Sulph Calc, Hypericum, Lgnatia, Ledum Palustre, Ruta, Silicea, Staphysagria",Stellalife Vega Oral Care Unflavored Pain And Swelling Relief,"Stellalife, Inc.",ARNICA MONTANA,3 [hp_X]/mL,GEL,TOPICAL,UNKNOWN,CAT015,Others
MED066197,69693-518,"Methenamine, Sodium Salicylate",Cystex,"Clarion Brands, Llc",METHENAMINE,162 mg/1,TABLET,ORAL,UNKNOWN,CAT015,Others
MED066203,0363-9802,"Camphor, Eucalyptus Oil, Menthol",Walgreens Lavender Chest Rub,Walgreen Company,CAMPHOR (NATURAL),47 mg/g,OINTMENT,TOPICAL,UNKNOWN,CAT015,Others
MED066216,0363-9938,Simethicone,Gas Relief,Walgreen Co.,DIMETHICONE,125 mg/1,"CAPSULE, LIQUID FILLED",ORAL,Skin Barrier Activity [PE],CAT008,Dermatology
MED066248,69842-635,Acetaminophen,Acetaminophen,"Cvs Pharmacy, Inc.",ACETAMINOPHEN,650 mg/1,"TABLET, EXTENDED RELEASE",ORAL,UNKNOWN,CAT015,Others
MED066266,69842-983,Magnesium Citrate,Citroma,"Cvs Pharmacy, Inc.",MAGNESIUM CITRATE,1.745 g/29.6mL,LIQUID,ORAL,Calculi Dissolution Agent [EPC],CAT007,Gastrointestinal
MED066275,0378-0211,Chlordiazepoxide And Amitriptyline Hydrochloride,Chlordiazepoxide And Amitriptyline Hydrochloride,Mylan Pharmaceuticals Inc.,AMITRIPTYLINE HYDROCHLORIDE,14 mg/1,"TABLET, FILM COATED",ORAL,Benzodiazepine [EPC],CAT005,Neurology
MED066277,69933-259,Ethyl Alcohol,Fresh Feels Hand Sanitizer Mist Ocean Breeze Scent,Pearl World Inc.,ALCOHOL,70 mL/100mL,SPRAY,TOPICAL,UNKNOWN,CAT015,Others
MED066279,69945-064,Copper Cu 64 Dotatate,Detectnet,Curium Us Llc,COPPER OXODOTREOTIDE CU-64,1 mCi/mL,"INJECTION, SOLUTION",INTRAVENOUS,Positron Emitting Activity [MoA],CAT014,Vitamins & Supplements
MED066316,69968-0835,Salicylic Acid,Neutrogena Skinclearing Mineral Powder Natural Beige 60,Kenvue Brands Llc,SALICYLIC ACID,5 mg/g,POWDER,TOPICAL,UNKNOWN,CAT015,Others
MED066344,70000-0072,"Avobenzone, Homosalate, Octisalate, Octcrylene",Cardinal Health Leader General Protection Spf 70 Sunscreen,"Cardinal Health, Inc.",AVOBENZONE,30 mg/g,SPRAY,TOPICAL,UNKNOWN,CAT015,Others
MED066431,70095-031,Desmopressin Acetate,Desmopressin Acetate,Sun Pharmaceutical Industries Limited,DESMOPRESSIN ACETATE,4 ug/mL,"INJECTION, SOLUTION",INTRAVENOUS,Factor VIII Activator [EPC],CAT003,Diabetes
MED066457,70108-370,Ethyl Alcohol,"Smart Care 2 Hand Sanitizers 1.35 Fl Oz (Apple, Marshmallow)","Ashtel Studios, Inc.",UNKNOWN,UNKNOWN,KIT,UNKNOWN,UNKNOWN,CAT015,Others
MED066461,70121-1398,Tranexamic Acid,Tranexamic Acid,Amneal Pharmaceuticals Llc,TRANEXAMIC ACID,100 mg/mL,"INJECTION, SOLUTION",INTRAVENOUS,Antifibrinolytic Agent [EPC],CAT003,Diabetes
MED066478,70163-0011,"Calcarea Carbonica, Calcarea Iodata, Causticum, Ferrum Iodatum, Fucus Vesiculosus, Kali Iodatum, Natrum Muriaticum, Thyroidinum (Bovine)",Thyroid Support,Naturalcare,CALCIUM IODIDE,6 [hp_X]/1,TABLET,ORAL,Blood Coagulation Factor [EPC],CAT003,Diabetes
MED066479,70163-0030,"Thuja Occidentalis, Antimonium Tartaricum, Kali Bichromicum, Mercurius Iodatus Ruber, Spongia Tosta, Hepar Sulphuris Calcareum",Sinufix,Naturalcare,ANTIMONY POTASSIUM TARTRATE,6 [hp_X]/mL,LIQUID,ORAL,UNKNOWN,CAT015,Others
MED066521,0378-4705,Saxagliptin,Saxagliptin,Mylan Pharmaceuticals Inc.,SAXAGLIPTIN HYDROCHLORIDE DIHYDRATE,2.5 mg/1,"TABLET, FILM COATED",ORAL,Dipeptidyl Peptidase 4 Inhibitor [EPC],CAT002,Cardiovascular
MED066543,70512-814,Oxaprozin,Coxanto,"Sola Pharmaceuticals, Llc",OXAPROZIN,300 mg/1,CAPSULE,ORAL,Anti-Inflammatory Agents,CAT004,Pain Management
MED066551,70518-0261,Warfarin Sodium,Warfarin Sodium,Remedyrepack Inc.,WARFARIN SODIUM,6 mg/1,TABLET,ORAL,Vitamin K Antagonist [EPC],CAT013,Vaccines & Biologics
MED066562,70518-0763,"Neomycin Sulfate, Polymyxin B Sulfate, Hydrocortisone",Neomycin And Polymyxin B Sulfates And Hydrocortisone,Remedyrepack Inc.,HYDROCORTISONE,10 mg/mL,SOLUTION/ DROPS,AURICULAR (OTIC),Aminoglycoside Antibacterial [EPC],CAT001,Antibiotics
MED066587,70518-2285,Triamcinolone Acetonide,Triamcinolone Acetonide,Remedyrepack Inc.,TRIAMCINOLONE ACETONIDE,1 mg/g,CREAM,TOPICAL,Corticosteroid Hormone Receptor Agonists [MoA],CAT004,Pain Management
MED066592,70518-2499,Ceftriaxone Sodium,Ceftriaxone Sodium,Remedyrepack Inc.,CEFTRIAXONE SODIUM,1 g/1,"INJECTION, POWDER, FOR SOLUTION",INTRAMUSCULAR,Cephalosporin Antibacterial [EPC],CAT001,Antibiotics
MED066600,70518-2795,Tramadol Hydrochloride,Tramadol Hydrochloride,Remedyrepack Inc.,TRAMADOL HYDROCHLORIDE,300 mg/1,"TABLET, EXTENDED RELEASE",ORAL,Full Opioid Agonists [MoA],CAT004,Pain Management
MED066603,70518-2955,Topiramate,Topiramate,Remedyrepack Inc.,TOPIRAMATE,100 mg/1,"TABLET, FILM COATED",ORAL,Cytochrome P450 2C19 Inhibitors [MoA],CAT014,Vitamins & Supplements
MED066684,70518-4510,Doxycycline Hyclate,Doxycycline Hyclate,Remedyrepack Inc.,DOXYCYCLINE HYCLATE,100 mg/1,"TABLET, FILM COATED",ORAL,Tetracycline-class Drug [EPC],CAT001,Antibiotics
MED066700,0054-0906,Sapropterin Dihydrochloride,Sapropterin Dihydrochloride,Hikma Pharmaceuticals Usa Inc.,SAPROPTERIN DIHYDROCHLORIDE,100 mg/1,TABLET,ORAL,Breast Cancer Resistance Protein Inhibitors [MoA],CAT012,Ophthalmology
MED066738,70677-1073,Magnesium Hydroxide,Milk Of Magnesia,Strategic Sourcing Services Llc,MAGNESIUM HYDROXIDE,1200 mg/15mL,SUSPENSION,ORAL,Calculi Dissolution Agent [EPC],CAT007,Gastrointestinal
MED066767,70677-1290,Meclizine Hcl,Motion Sickness,Strategic Sourcing Services Llc,MECLIZINE HYDROCHLORIDE,25 mg/1,"TABLET, CHEWABLE",ORAL,Antiemetic [EPC],CAT007,Gastrointestinal
MED066779,70700-143,Estradiol Gel 0.1%,Estradiol,"Xiromed, Llc",ESTRADIOL,.25 mg/.25g,GEL,TOPICAL,Estradiol Congeners [CS],CAT009,Oncology
MED066781,0054-0942,Tapentadol Hydrochloride,Tapentadol,Hikma Pharmaceuticals Usa Inc.,TAPENTADOL HYDROCHLORIDE,50 mg/1,"TABLET, FILM COATED",ORAL,Opioid Agonist [EPC],CAT004,Pain Management
MED066794,70710-1154,Nortriptyline Hydrochloride,Nortriptyline Hydrochloride,Zydus Pharmaceuticals (Usa) Inc.,NORTRIPTYLINE HYDROCHLORIDE,25 mg/1,CAPSULE,ORAL,Tricyclic Antidepressant [EPC],CAT005,Neurology
MED066813,70710-2058,Sevelamer Hydrochloride,Sevelamer Hydrochloride,Zydus Pharmaceuticals Usa Inc.,SEVELAMER HYDROCHLORIDE,800 mg/1,"TABLET, FILM COATED",ORAL,Phosphate Binder [EPC],CAT007,Gastrointestinal
MED066818,70720-125,Telotristat Ethyl,Xermelo,Tersera Therapeutics Llc,TELOTRISTAT ETHYL,250 mg/1,TABLET,ORAL,Tryptophan Hydroxylase Inhibitor [EPC],CAT005,Neurology
MED066836,70756-016,Nitroglycerin,Nitroglycerin,Lifestar Pharma Llc,NITROGLYCERIN,.6 mg/1,TABLET,SUBLINGUAL,Nitrate Vasodilator [EPC],CAT003,Diabetes
MED066839,70756-313,Telmisartan,Telmisartan,Lifestar Pharma Llc,TELMISARTAN,40 mg/1,TABLET,ORAL,Angiotensin 2 Receptor Antagonists [MoA],CAT003,Diabetes
MED066849,0404-9794,Flumazenil,Flumazenil,"Henry Schein, Inc.",FLUMAZENIL,.1 mg/mL,"INJECTION, SOLUTION",INTRAVENOUS,Benzodiazepine Antagonist [EPC],CAT005,Neurology
MED066857,70771-1032,Diltiazem Hydrochloride,Diltiazem Hydrochloride,Zydus Lifesciences Limited,DILTIAZEM HYDROCHLORIDE,240 mg/1,"CAPSULE, EXTENDED RELEASE",ORAL,Calcium Channel Antagonists [MoA],CAT003,Diabetes
MED066870,70771-1423,Azithromycin,Azithromycin,Zydus Lifesciences Limited,AZITHROMYCIN DIHYDRATE,200 mg/5mL,"POWDER, FOR SUSPENSION",ORAL,Macrolide Antimicrobial [EPC],CAT001,Antibiotics
MED066871,70771-1468,Carbamazepine,Carbamazepine,Zydus Lifesciences Limited,CARBAMAZEPINE,100 mg/1,"TABLET, EXTENDED RELEASE",ORAL,Cytochrome P450 1A2 Inducers [MoA],CAT014,Vitamins & Supplements
MED066891,70771-1761,Bisoprolol Fumarate And Hydrochlorothiazide,Bisoprolol Fumarate And Hydrochlorothiazide,Zydus Lifesciences Limited,BISOPROLOL FUMARATE,5 mg/1,"TABLET, FILM COATED",ORAL,Adrenergic beta-Antagonists [MoA],CAT003,Diabetes
MED066895,70771-1799,Selexipag,Selexipag,Zydus Lifesciences Limited,SELEXIPAG,1400 ug/1,"TABLET, FILM COATED",ORAL,Prostacyclin Receptor Agonist [EPC],CAT003,Diabetes
MED066915,70860-100,Azithromycin Monohydrate,Azithromycin,"Athenex Pharmaceutical Division, Llc.",AZITHROMYCIN MONOHYDRATE,500 mg/5mL,"INJECTION, POWDER, LYOPHILIZED, FOR SOLUTION",INTRAVENOUS,Macrolide Antimicrobial [EPC],CAT001,Antibiotics
MED066920,70924-005,Benzalkonium Chloride,Maxsaver Sanitizing Wipes,Innocore Sales & Marketing Inc,BENZALKONIUM CHLORIDE,1.3 mg/1,CLOTH,CUTANEOUS,UNKNOWN,CAT015,Others
MED066929,70954-407,Sildenafil Citrate,Sildenafil Citrate,"Ani Pharmaceuticals, Inc.",SILDENAFIL CITRATE,25 mg/1,TABLET,ORAL,Phosphodiesterase 5 Inhibitor [EPC],CAT003,Diabetes
MED067000,71205-281,Losartan Potassium,Losartan Potassium,Proficient Rx Lp,LOSARTAN POTASSIUM,50 mg/1,"TABLET, FILM COATED",ORAL,Angiotensin 2 Receptor Antagonists [MoA],CAT003,Diabetes
MED067021,71205-526,Norethindrone,Errin,Proficient Rx Lp,NORETHINDRONE,.35 mg/1,TABLET,ORAL,Progesterone Congeners [CS],CAT009,Oncology
MED067054,71205-818,Prednisone,Prednisone,Proficient Rx Lp,PREDNISONE,10 mg/1,TABLET,ORAL,Corticosteroid Hormone Receptor Agonists [MoA],CAT004,Pain Management
