Inventory_ID,Medicine_ID,Supplier_ID,Category_ID,Manufacturing_Date,Expiry_Date,Last_Restock_Date,Quantity_In_Stock,Unit_Cost,Selling_Price,Inventory_Value,Potential_Sales_Value,Potential_Gross_Profit,Total_Revenue,Total_Quantity_Sold,Revenue_per_Transaction,Revenue_per_Unit_Sold,Total_Waste_Value,Total_Quantity_Wasted,Waste_Percentage,Waste_Cost_Ratio,Profit_per_Unit,Profit_Margin_Percentage,Markup_Percentage,Inventory_ROI,Cost_to_Revenue_Ratio,Days_to_Expiry,Inventory_Age_Days,Days_Since_Last_Restock,Stock_Difference,Stock_Coverage_Ratio,Low_Stock_Flag,Overstock_Flag,Out_of_Stock_Flag,Near_Expiry_Flag,ABC_Class,Movement_Type,Waste_Risk,Supplier_Risk,Business_Priority,Inventory_Criticality,Stock_Priority,Executive_Priority,Inventory_Health_Score,Sales_Performance_Score,Supplier_Performance_Index,Executive_Risk_Score
INV001394,MED063082,SUP0005,CAT015,2025-01-24,2027-11-10,2025-05-15,343,482.87,661.88,165624.41,227024.84,61400.42999999999,0.0,0.0,0.0,0.0,65670.32,136.0,39.65014577259476,0.3965014577259476,179.01,27.05,37.07,-100.0,0.0,465,555,444,225,2.906779661016949,0,0,0,0,A,Medium Moving,Critical,High,Low,High,Healthy Stock,Medium,100,56.28,73.0,74.7
INV003719,MED008430,SUP0031,CAT015,2026-06-19,2027-06-14,2026-07-20,955,173.4,232.82,165597.0,222343.1,56746.100000000006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.41999999999999,25.52,34.27,-100.0,0.0,316,44,13,879,12.56578947368421,0,1,0,0,A,Medium Moving,Low,Low,Low,High,Reduce Inventory,Medium,90,51.88,80.0,76.66
INV001193,MED067320,SUP0016,CAT005,2026-01-14,2028-08-31,2026-02-13,321,515.44,647.13,165456.24000000002,207728.73,42272.48999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,131.68999999999994,20.35,25.55,-100.0,0.0,760,200,170,272,6.551020408163265,0,1,0,0,A,Medium Moving,Low,High,Low,High,Reduce Inventory,Medium,90,38.93,70.0,70.63
INV002352,MED024420,SUP0016,CAT003,2026-04-29,2027-05-24,2026-07-20,716,231.03,288.08,165417.48,206265.28,40847.79999999999,0.0,0.0,0.0,0.0,26568.45,115.0,16.061452513966483,0.1606145251396648,57.04999999999998,19.8,24.69,-100.0,0.0,295,95,13,587,5.550387596899225,0,1,0,0,A,Medium Moving,High,High,Low,High,Reduce Inventory,Medium,90,37.69,70.0,67.78
INV001094,MED098233,SUP0033,CAT004,2023-10-05,2026-08-20,2023-11-07,452,365.89,500.59,165382.28,226266.68,60884.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,134.7,26.91,36.81,-100.0,0.0,18,1032,999,332,3.7666666666666666,0,1,0,1,A,Medium Moving,Low,Low,Low,Critical,Reduce Inventory,Medium,75,55.88,88.0,74.01
INV004392,MED105231,SUP0039,CAT005,2025-01-19,2026-04-14,2025-07-04,723,228.49,286.53,165198.27000000002,207161.19,41962.91999999996,0.0,0.0,0.0,0.0,39985.75,175.0,24.20470262793914,0.2420470262793914,58.03999999999997,20.26,25.4,-100.0,0.0,-110,560,394,554,4.27810650887574,0,1,0,1,A,Medium Moving,High,Low,Medium,Critical,Reduce Inventory,High,65,38.74,73.0,58.63
INV002828,MED108878,SUP0036,CAT008,2024-02-02,2025-10-24,2024-07-20,799,206.74,275.88,165185.26,220428.12,55242.85999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.13999999999999,25.06,33.44,-100.0,0.0,-282,912,743,732,11.92537313432836,0,1,0,1,A,Medium Moving,Low,Low,Low,Critical,Reduce Inventory,Medium,75,50.73,85.0,71.76
INV000094,MED002017,SUP0019,CAT015,2024-06-01,2025-07-26,2024-10-14,800,206.44,276.33,165152.0,221064.0,55912.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.88999999999999,25.29,33.85,-100.0,0.0,-372,792,657,708,8.695652173913043,0,1,0,1,A,Medium Moving,Low,Medium,Low,Critical,Reduce Inventory,Medium,75,51.25,85.0,71.94
INV003314,MED054589,SUP0050,CAT015,2023-09-28,2024-09-22,2024-02-23,328,503.42,635.21,165121.76,208348.88,43227.12,0.0,0.0,0.0,0.0,99677.16,198.0,60.36585365853659,0.6036585365853658,131.79000000000002,20.75,26.18,-100.0,0.0,-679,1039,891,170,2.075949367088608,0,0,0,1,A,Medium Moving,Critical,Low,Low,Critical,Sell Immediately,High,80,39.84,70.0,58.39
INV002549,MED021117,SUP0004,CAT009,2024-06-12,2026-10-30,2024-07-19,841,196.09,256.78,164911.69,215951.98,51040.28999999998,1876.12,2.0,1876.12,938.06,0.0,0.0,0.0,0.0,60.68999999999997,23.64,30.95,-98.86234869098728,87.90039549708975,89,781,744,651,4.426315789473684,0,1,0,1,A,Fast Moving,Low,Medium,Low,Critical,Reduce Inventory,Low,75,82.87,80.0,82.25
INV001066,MED058457,SUP0064,CAT003,2024-12-02,2027-05-21,2025-04-06,368,447.9,554.84,164827.19999999998,204181.12,39353.92000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106.94000000000004,19.27,23.88,-100.0,0.0,292,608,483,291,4.779220779220779,0,1,0,0,A,Medium Moving,Low,Low,Low,High,Reduce Inventory,Medium,90,36.56,85.0,72.05
INV002396,MED074066,SUP0003,CAT014,2025-11-03,2027-04-27,2025-11-29,903,182.49,253.17,164788.47,228612.51,63824.03999999998,0.0,0.0,0.0,0.0,22811.25,125.0,13.842746400885936,0.1384274640088593,70.67999999999998,27.92,38.73,-100.0,0.0,268,272,246,719,4.907608695652174,0,1,0,0,A,Medium Moving,Medium,Medium,Low,High,Reduce Inventory,Low,100,58.68,78.0,80.16
INV004274,MED076662,SUP0045,CAT015,2025-01-30,2026-06-24,2025-03-31,317,519.62,702.23,164719.54,222606.91,57887.37,0.0,0.0,0.0,0.0,40010.74,77.0,24.290220820189276,0.2429022082018927,182.61,26.0,35.14,-100.0,0.0,-39,549,489,190,2.4960629921259843,0,0,0,1,A,Medium Moving,High,Low,Low,Critical,Sell Immediately,Medium,90,53.23,91.0,75.14
INV000859,MED117324,SUP0022,CAT006,2025-11-18,2028-03-07,2025-12-30,835,196.99,261.08,164486.65,218001.8,53515.15,0.0,0.0,0.0,0.0,8667.56,44.0,5.269461077844311,0.0526946107784431,64.08999999999997,24.55,32.53,-100.0,0.0,583,257,215,727,7.731481481481482,0,1,0,0,A,Medium Moving,Medium,Medium,Low,High,Reduce Inventory,Medium,100,49.38,87.0,79.54
INV000977,MED067879,SUP0062,CAT013,2025-11-14,2028-06-01,2026-05-10,341,482.27,641.8,164454.07,218853.8,54399.72999999998,0.0,0.0,0.0,0.0,10127.67,21.0,6.158357771260997,0.0615835777126099,159.52999999999997,24.86,33.08,-100.0,0.0,669,261,84,281,5.683333333333334,0,1,0,0,A,Medium Moving,Medium,Low,Low,High,Reduce Inventory,Medium,90,50.2,86.0,76.05
INV001243,MED052097,SUP0017,CAT005,2023-11-30,2024-11-24,2024-02-05,591,278.22,371.91,164428.02000000002,219798.81000000003,55370.79000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.69,25.19,33.67,-100.0,0.0,-616,976,909,448,4.1328671328671325,0,1,0,1,A,Medium Moving,Low,Low,Medium,Critical,Reduce Inventory,Medium,65,51.05,78.0,67.32
INV003617,MED020673,SUP0029,CAT004,2023-10-25,2025-12-13,2024-03-19,640,256.8,341.52,164352.0,218572.8,54220.79999999999,0.0,0.0,0.0,0.0,26964.0,105.0,16.40625,0.1640625,84.71999999999997,24.81,32.99,-100.0,0.0,-232,1012,866,476,3.902439024390244,0,1,0,1,A,Medium Moving,High,High,Low,Critical,Reduce Inventory,Medium,75,50.07,77.0,67.86
INV002187,MED037869,SUP0040,CAT005,2024-01-22,2025-03-17,2024-02-06,333,493.01,678.43,164172.33,225917.19,61744.85999999999,0.0,0.0,0.0,0.0,6409.13,13.0,3.903903903903904,0.039039039039039,185.42,27.33,37.61,-100.0,0.0,-503,923,908,304,11.482758620689657,0,1,0,1,A,Medium Moving,Low,Low,Medium,Critical,Reduce Inventory,Medium,65,57.12,69.0,67.51
INV002550,MED129461,SUP0008,CAT004,2024-04-16,2025-11-07,2024-05-18,691,237.52,314.76,164126.32,217499.16,53372.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.23999999999998,24.54,32.52,-100.0,0.0,-268,838,806,637,12.796296296296296,0,1,0,1,A,Medium Moving,Low,High,Low,Critical,Reduce Inventory,Medium,75,49.34,81.0,70.67
INV002738,MED012453,SUP0070,CAT015,2026-05-20,2028-06-08,2026-06-09,702,233.69,311.38,164050.38,218588.76,54538.380000000005,0.0,0.0,0.0,0.0,38325.16,164.0,23.36182336182336,0.2336182336182336,77.69,24.95,33.24,-100.0,0.0,676,74,54,653,14.326530612244898,0,1,0,0,A,Medium Moving,High,Low,Low,High,Reduce Inventory,Medium,100,50.47,86.0,77.06
INV001338,MED116808,SUP0045,CAT012,2024-10-21,2026-12-10,2025-01-12,588,278.84,359.03,163957.91999999998,211109.64,47151.72,0.0,0.0,0.0,0.0,17845.76,64.0,10.884353741496598,0.1088435374149659,80.19,22.34,28.76,-100.0,0.0,130,650,567,550,15.473684210526317,0,1,0,0,A,Medium Moving,Medium,Low,Low,High,Reduce Inventory,Medium,100,43.77,91.0,77.34
INV004519,MED011397,SUP0066,CAT004,2023-10-06,2026-09-20,2023-11-23,288,569.06,774.65,163889.27999999997,223099.2,59209.92000000001,0.0,0.0,0.0,0.0,43817.62,77.0,26.73611111111111,0.2673611111111111,205.59000000000003,26.54,36.13,-100.0,0.0,49,1031,983,191,2.9690721649484537,0,0,0,1,A,Medium Moving,High,Low,Low,Critical,Sell Immediately,Medium,80,54.77,83.0,70.61
INV000847,MED096723,SUP0032,CAT015,2025-05-24,2027-11-10,2025-10-11,471,347.8,468.65,163813.80000000002,220734.15,56920.34999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.84999999999997,25.79,34.75,-100.0,0.0,465,435,295,328,3.2937062937062938,0,1,0,0,A,Medium Moving,Low,Low,Low,High,Reduce Inventory,Medium,90,52.62,69.0,75.27
INV002765,MED089002,SUP0019,CAT002,2023-08-22,2026-07-07,2023-12-10,729,224.47,284.77,163638.63,207597.33,43958.69999999998,0.0,0.0,0.0,0.0,26711.93,119.0,16.323731138545952,0.1632373113854595,60.29999999999998,21.17,26.86,-100.0,0.0,-26,1076,966,670,12.35593220338983,0,1,0,1,A,Medium Moving,High,Medium,Low,Critical,Reduce Inventory,Medium,75,40.92,85.0,65.87
INV003599,MED118035,SUP0014,CAT001,2024-10-31,2026-02-23,2024-12-22,954,171.52,206.64,163630.08000000002,197134.56,33504.47999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.119999999999976,17.0,20.48,-100.0,0.0,-160,640,588,755,4.793969849246231,0,1,0,1,A,Medium Moving,Low,Medium,Medium,Critical,Reduce Inventory,High,65,31.22,71.0,59.33
INV003633,MED006330,SUP0026,CAT015,2023-12-17,2025-07-09,2024-06-12,415,394.27,482.98,163622.05,200436.7,36814.65000000002,0.0,0.0,0.0,0.0,49283.75,125.0,30.120481927710845,0.3012048192771084,88.71000000000004,18.37,22.5,-100.0,0.0,-389,959,781,304,3.7387387387387383,0,1,0,1,A,Medium Moving,Critical,Low,Low,Critical,Reduce Inventory,Medium,75,34.43,85.0,61.53
INV002656,MED127059,SUP0057,CAT015,2024-06-12,2025-06-07,2024-11-24,636,257.22,320.7,163591.92,203965.2,40373.27999999997,0.0,0.0,0.0,0.0,9259.92,36.0,5.660377358490567,0.0566037735849056,63.47999999999996,19.79,24.68,-100.0,0.0,-421,781,616,596,15.9,0,1,0,1,A,Medium Moving,Medium,Low,Medium,Critical,Reduce Inventory,Medium,65,37.67,84.0,62.69
INV002385,MED023269,SUP0017,CAT005,2026-01-28,2028-05-17,2026-07-20,559,292.43,370.21,163468.37,206947.39,43479.01999999999,0.0,0.0,0.0,0.0,1754.58,6.0,1.073345259391771,0.0107334525939177,77.77999999999997,21.01,26.6,-100.0,0.0,654,186,13,368,2.926701570680628,0,0,0,0,A,Medium Moving,Low,Low,Low,High,Healthy Stock,Medium,100,40.46,78.0,75.7
INV003165,MED122150,SUP0049,CAT005,2024-10-21,2026-05-14,2025-02-04,434,376.61,476.07,163448.74000000002,206614.38,43165.63999999999,1026.22,1.0,1026.22,1026.22,0.0,0.0,0.0,0.0,99.45999999999998,20.89,26.41,-99.37214566475092,159.27261211046363,-80,650,544,269,2.6303030303030304,0,0,0,1,A,Fast Moving,Low,Low,Low,Critical,Sell Immediately,Medium,80,74.03,69.0,79.26
INV004996,MED039248,SUP0065,CAT015,2025-05-13,2027-02-02,2025-06-24,496,328.98,458.2,163174.08000000002,227267.2,64093.119999999966,0.0,0.0,0.0,0.0,51320.88,156.0,31.451612903225808,0.314516129032258,129.21999999999997,28.2,39.28,-100.0,0.0,184,446,404,366,3.815384615384616,0,1,0,0,A,Medium Moving,Critical,Low,Low,High,Reduce Inventory,Medium,90,59.43,73.0,73.53
INV003889,MED062757,SUP0038,CAT001,2024-09-23,2026-06-15,2025-01-28,395,412.71,538.49,163020.44999999998,212703.55,49683.10000000004,493.64,1.0,493.64,493.64,26826.15,65.0,16.414141414141415,0.1645569620253164,125.78000000000004,23.36,30.48,-99.69719136464168,330.2415728060935,-48,678,551,358,10.675675675675675,0,1,0,1,A,Fast Moving,High,Medium,Medium,Critical,Reduce Inventory,Medium,65,78.67,78.0,74.52
INV002814,MED124720,SUP0056,CAT015,2024-03-05,2026-09-21,2024-07-01,451,361.32,450.75,162955.32,203288.25,40332.92999999999,0.0,0.0,0.0,0.0,66844.2,185.0,41.019955654102,0.4101995565410199,89.43,19.84,24.75,-100.0,0.0,50,880,762,291,2.81875,0,0,0,1,A,Medium Moving,Critical,Low,Low,Critical,Sell Immediately,Medium,80,37.78,83.0,62.52
INV004425,MED013365,SUP0047,CAT005,2026-06-19,2028-07-08,2026-07-20,458,355.74,470.21,162928.92,215356.18,52427.25999999998,0.0,0.0,0.0,0.0,26680.5,75.0,16.375545851528383,0.1637554585152838,114.46999999999996,24.34,32.18,-100.0,0.0,706,44,13,345,4.053097345132743,0,1,0,0,A,Medium Moving,High,Medium,Low,High,Reduce Inventory,Medium,90,48.83,68.0,71.33
INV001123,MED077743,SUP0072,CAT005,2025-11-03,2026-11-28,2026-04-15,961,169.49,224.08,162879.89,215340.88,52460.98999999999,1127.21,1.0,1127.21,1127.21,0.0,0.0,0.0,0.0,54.59,24.36,32.21,-99.30795017113532,144.49826562929712,118,272,109,916,21.355555555555554,0,1,0,0,A,Fast Moving,Low,Low,Low,High,Reduce Inventory,Low,90,83.02,82.0,87.86
INV001832,MED062458,SUP0012,CAT003,2023-11-24,2026-10-09,2024-02-07,919,177.17,223.92,162819.22999999998,205782.48,42963.25,493.15,1.0,493.15,493.15,0.0,0.0,0.0,0.0,46.75,20.88,26.39,-99.69711808611304,330.16167494677075,68,982,907,753,5.536144578313253,0,1,0,1,A,Fast Moving,Low,High,Low,Critical,Reduce Inventory,Medium,75,72.49,73.0,77.57
INV003217,MED049653,SUP0024,CAT015,2025-07-17,2027-03-09,2025-10-12,627,259.51,328.5,162712.77,205969.5,43256.73000000001,0.0,0.0,0.0,0.0,32179.24,124.0,19.776714513556616,0.1977671451355662,68.99000000000001,21.0,26.58,-100.0,0.0,219,381,294,503,5.056451612903226,0,1,0,0,A,Medium Moving,High,High,Low,High,Reduce Inventory,Medium,100,40.42,76.0,72.58
INV002767,MED114713,SUP0024,CAT014,2025-12-02,2027-08-24,2025-12-21,323,503.71,673.0,162698.33,217379.0,54680.67000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,169.29000000000002,25.15,33.61,-100.0,0.0,387,243,224,227,3.364583333333333,0,1,0,0,A,Medium Moving,Low,High,Low,High,Reduce Inventory,Medium,100,50.95,76.0,79.23
INV004058,MED022396,SUP0025,CAT015,2024-11-11,2026-06-04,2024-12-10,793,205.06,254.36,162612.58000000002,201707.48,39094.9,1061.18,1.0,1061.18,1061.18,22351.54,109.0,13.727959697732995,0.137452711223203,49.30000000000001,19.38,24.04,-99.34741826247392,153.2375091878852,-59,629,600,664,6.147286821705427,0,1,0,1,A,Fast Moving,Medium,Medium,Low,Critical,Reduce Inventory,Medium,75,70.8,81.0,76.12
INV002998,MED124223,SUP0075,CAT015,2026-06-17,2028-12-03,2026-07-20,520,312.47,404.17,162484.40000000002,210168.4,47683.99999999997,0.0,0.0,0.0,0.0,50620.14,162.0,31.153846153846157,0.3115384615384615,91.7,22.69,29.35,-100.0,0.0,854,46,13,431,5.842696629213483,0,1,0,0,A,Medium Moving,Critical,Low,Low,High,Reduce Inventory,Medium,90,44.52,83.0,69.86
INV000049,MED107543,SUP0068,CAT005,2025-04-30,2028-04-14,2025-09-05,627,258.91,357.65,162336.57,224246.55,61909.97999999998,1928.66,4.0,964.33,482.165,0.0,0.0,0.0,0.0,98.73999999999997,27.61,38.14,-98.81193744576468,84.17065216264143,621,459,331,473,4.071428571428571,0,1,0,0,A,Fast Moving,Low,Low,Low,High,Reduce Inventory,Low,100,95.12,86.0,96.19
INV002601,MED077461,SUP0032,CAT001,2023-10-31,2026-10-15,2023-12-14,342,474.21,624.7,162179.82,213647.4,51467.580000000016,1469.52,6.0,1469.52,244.92,5690.52,12.0,3.4482758620689653,0.0350877192982456,150.49000000000007,24.09,31.73,-99.09389466580984,110.3624448799608,74,1006,962,191,2.264900662251656,0,0,0,1,A,Fast Moving,Low,Low,Low,Critical,Sell Immediately,Low,80,85.35,69.0,82.71
INV001305,MED105901,SUP0066,CAT015,2025-06-10,2026-11-02,2025-08-29,349,464.34,599.59,162054.66,209256.91,47202.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,135.25000000000006,22.56,29.13,-100.0,0.0,92,418,338,200,2.3422818791946307,0,0,0,0,A,Medium Moving,Low,Low,Low,High,Healthy Stock,Medium,100,44.24,83.0,77.93
INV000981,MED034863,SUP0029,CAT003,2024-04-28,2025-07-22,2024-06-18,386,419.19,538.63,161807.34,207911.18,46103.84,0.0,0.0,0.0,0.0,7964.61,19.0,4.922279792746114,0.0492227979274611,119.44,22.17,28.49,-100.0,0.0,-376,826,775,355,12.451612903225806,0,1,0,1,A,Medium Moving,Low,High,Low,Critical,Reduce Inventory,Medium,75,43.29,77.0,67.21
INV003502,MED047189,SUP0021,CAT014,2024-08-07,2026-04-29,2024-11-15,930,173.88,243.05,161708.4,226036.5,64328.100000000006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.17000000000002,28.46,39.78,-100.0,0.0,-95,725,625,823,8.69158878504673,0,1,0,1,A,Medium Moving,Low,High,Medium,Critical,Reduce Inventory,Medium,65,60.17,67.0,68.86
INV004371,MED055740,SUP0015,CAT015,2024-05-17,2027-05-02,2024-07-28,293,551.88,692.64,161700.84,202943.52,41242.67999999999,0.0,0.0,0.0,0.0,76159.44,138.0,47.098976109215016,0.4709897610921502,140.76,20.32,25.51,-100.0,0.0,273,807,735,216,3.805194805194805,0,1,0,0,A,Medium Moving,Critical,Medium,Low,High,Reduce Inventory,Medium,90,38.85,72.0,63.83
INV000827,MED103236,SUP0032,CAT015,2024-08-11,2026-12-29,2024-11-09,808,199.97,242.09,161575.76,195608.72,34032.95999999999,0.0,0.0,0.0,0.0,26995.95,135.0,16.707920792079207,0.167079207920792,42.120000000000005,17.4,21.06,-100.0,0.0,149,721,631,745,12.825396825396826,0,1,0,0,A,Medium Moving,High,Low,Low,High,Reduce Inventory,Medium,90,32.12,69.0,65.59
INV000147,MED134145,SUP0022,CAT014,2026-01-02,2027-01-27,2026-05-02,373,433.15,603.78,161564.94999999998,225209.94,63644.99000000002,903.28,1.0,903.28,903.28,102239.15,342.0,91.44385026737967,0.6328052588138703,170.63,28.26,39.39,-99.44091834274698,178.8647484722345,178,212,92,175,1.883838383838384,0,0,0,0,A,Fast Moving,Critical,Medium,Low,High,Healthy Stock,Low,100,93.15,87.0,81.94
INV000505,MED089333,SUP0042,CAT005,2025-08-20,2027-09-09,2026-02-13,440,367.01,481.75,161484.4,211970.0,50485.600000000006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114.74,23.82,31.26,-100.0,0.0,403,347,170,333,4.11214953271028,0,1,0,0,A,Medium Moving,Low,Low,Low,High,Reduce Inventory,Medium,90,47.37,77.0,74.63
INV003436,MED052636,SUP0064,CAT003,2024-12-02,2025-12-27,2025-02-22,806,200.08,255.5,161264.48,205933.0,44668.51999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.41999999999999,21.69,27.7,-100.0,0.0,-218,608,526,697,7.394495412844036,0,1,0,1,A,Medium Moving,Low,Low,Medium,Critical,Reduce Inventory,Medium,65,42.2,85.0,65.27
INV002788,MED110127,SUP0011,CAT009,2026-05-08,2028-03-28,2026-07-20,411,391.98,500.25,161103.78,205602.75,44498.97,0.0,0.0,0.0,0.0,25478.7,65.0,15.815085158150852,0.1581508515815085,108.26999999999998,21.64,27.62,-100.0,0.0,604,86,13,343,6.044117647058823,0,1,0,0,A,Medium Moving,High,High,Low,High,Reduce Inventory,Medium,90,42.06,67.0,68.9
INV003431,MED065176,SUP0040,CAT003,2024-05-11,2025-11-02,2024-10-30,285,565.22,749.1,161087.7,213493.5,52405.79999999999,0.0,0.0,0.0,0.0,5652.2,10.0,3.508771929824561,0.0350877192982456,183.88,24.55,32.53,-100.0,0.0,-273,813,641,258,10.555555555555555,0,1,0,1,A,Medium Moving,Low,Low,Medium,Critical,Reduce Inventory,Medium,65,49.38,69.0,64.86
INV002513,MED088182,SUP0008,CAT004,2025-01-27,2028-01-12,2025-03-08,497,324.1,389.42,161077.7,193541.74,32464.040000000008,487.14,2.0,487.14,243.57,0.0,0.0,0.0,0.0,65.32,16.77,20.15,-99.69757452459278,330.65997454530526,528,552,512,438,8.423728813559322,0,1,0,0,A,Fast Moving,Low,High,Low,High,Reduce Inventory,Low,100,64.22,81.0,84.63
INV002176,MED102921,SUP0050,CAT003,2026-04-01,2028-06-19,2026-05-16,548,293.67,401.59,160931.16,220071.32,59140.15999999997,307.06,2.0,307.06,153.53,0.0,0.0,0.0,0.0,107.91999999999996,26.87,36.75,-99.80919792040274,524.1033022861982,687,123,78,473,7.306666666666667,0,1,0,0,A,Fast Moving,Low,Low,Low,High,Reduce Inventory,Low,90,88.81,70.0,88.08
INV001105,MED011690,SUP0054,CAT009,2024-01-02,2026-05-21,2024-05-18,969,165.95,200.53,160805.55,194313.57,33508.02000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.58000000000001,17.24,20.84,-100.0,0.0,-73,943,806,911,16.70689655172414,0,1,0,1,A,Medium Moving,Low,Low,Medium,Critical,Reduce Inventory,Medium,65,31.71,83.0,61.3
INV002106,MED105868,SUP0022,CAT015,2024-01-11,2026-07-29,2024-02-03,741,216.88,280.29,160708.08,207694.89,46986.81000000003,0.0,0.0,0.0,0.0,22555.52,104.0,14.035087719298245,0.1403508771929824,63.410000000000025,22.62,29.24,-100.0,0.0,-4,934,911,549,3.859375,0,1,0,1,A,Medium Moving,Medium,Medium,Low,Critical,Reduce Inventory,Medium,75,44.4,87.0,67.73
INV003437,MED106887,SUP0052,CAT004,2025-08-20,2027-10-09,2026-01-10,394,407.82,493.8,160681.08,194557.2,33876.120000000024,0.0,0.0,0.0,0.0,24469.2,60.0,15.228426395939088,0.1522842639593908,85.98000000000002,17.41,21.08,-100.0,0.0,433,347,204,226,2.345238095238096,0,0,0,0,A,Medium Moving,High,Low,Low,High,Healthy Stock,Medium,100,32.16,88.0,72.17
INV001386,MED066738,SUP0016,CAT007,2025-11-06,2027-03-31,2026-04-13,565,284.39,397.2,160680.35,224418.0,63737.65,0.0,0.0,0.0,0.0,25879.49,91.0,16.10619469026549,0.1610619469026548,112.81,28.4,39.67,-100.0,0.0,241,269,111,380,3.054054054054054,0,1,0,0,A,Medium Moving,High,High,Low,High,Reduce Inventory,Medium,90,60.01,70.0,75.59
INV002533,MED018743,SUP0042,CAT014,2025-06-12,2027-04-03,2025-10-22,288,557.26,711.53,160490.88,204920.64,44429.75999999998,885.69,3.0,885.69,295.23,0.0,0.0,0.0,0.0,154.26999999999998,21.68,27.68,-99.4481368660948,181.20434915150895,244,416,284,114,1.6551724137931034,0,0,0,0,A,Fast Moving,Low,Low,Low,High,Healthy Stock,Low,100,77.51,77.0,88.68
INV001801,MED132566,SUP0040,CAT005,2025-12-04,2027-10-25,2026-04-23,774,207.25,285.69,160411.5,221124.06,60712.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.44,27.46,37.85,-100.0,0.0,449,241,101,636,5.608695652173913,0,1,0,0,A,Medium Moving,Low,Low,Low,High,Reduce Inventory,Medium,90,57.44,69.0,76.95
INV001477,MED077616,SUP0066,CAT003,2024-06-07,2025-12-29,2024-11-22,533,300.79,365.46,160321.07,194790.18,34469.109999999986,0.0,0.0,0.0,0.0,12633.18,42.0,7.879924953095685,0.0787992495309568,64.66999999999996,17.7,21.5,-100.0,0.0,-216,786,618,435,5.438775510204081,0,1,0,1,A,Medium Moving,Medium,Low,Medium,Critical,Reduce Inventory,Medium,65,32.84,83.0,60.51
INV003118,MED120674,SUP0040,CAT010,2024-06-27,2026-05-18,2024-08-19,392,408.53,540.53,160143.75999999998,211887.76,51744.0,0.0,0.0,0.0,0.0,105521.19,181.0,46.1734693877551,0.658915402011293,132.0,24.42,32.31,-100.0,0.0,-76,766,713,198,2.020618556701031,0,0,0,1,A,Medium Moving,Critical,Low,Low,Critical,Sell Immediately,Medium,80,49.05,69.0,63.59
INV002836,MED053957,SUP0052,CAT001,2024-02-18,2025-09-10,2024-05-30,276,580.01,769.54,160082.76,212393.04,52310.27999999997,0.0,0.0,0.0,0.0,17400.3,30.0,10.869565217391305,0.108695652173913,189.53,24.63,32.68,-100.0,0.0,-326,896,794,86,1.4526315789473685,0,0,0,1,A,Medium Moving,Medium,Low,Low,Critical,Sell Immediately,Medium,90,49.57,88.0,75.42
INV003427,MED069350,SUP0038,CAT005,2025-02-09,2026-06-04,2025-06-09,314,509.7,637.91,160045.8,200303.74,40257.94,0.0,0.0,0.0,0.0,33130.5,65.0,20.70063694267516,0.2070063694267516,128.20999999999998,20.1,25.15,-100.0,0.0,-59,539,419,219,3.305263157894737,0,1,0,1,A,Medium Moving,High,Medium,Medium,Critical,Reduce Inventory,High,65,38.39,78.0,59.78
INV001180,MED055763,SUP0072,CAT015,2025-06-26,2028-02-11,2025-07-14,950,168.38,229.7,159961.0,218215.0,58254.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.31999999999999,26.7,36.42,-100.0,0.0,558,402,384,876,12.83783783783784,0,1,0,0,A,Medium Moving,Low,Low,Low,High,Reduce Inventory,Medium,90,55.25,82.0,78.14
INV004444,MED129585,SUP0023,CAT007,2024-05-23,2027-01-08,2024-08-03,674,237.26,323.99,159913.24,218369.26,58456.02000000002,0.0,0.0,0.0,0.0,23251.48,98.0,14.540059347181009,0.14540059347181,86.73000000000002,26.77,36.55,-100.0,0.0,159,801,729,493,3.723756906077348,0,1,0,0,A,Medium Moving,Medium,High,Low,High,Reduce Inventory,Medium,100,55.46,84.0,79.83
